code;code_source;date;nom_saisie;nom_retenu;status;niche;pays;region;ville;lieux dit;utm;utm1;utm10;latitude;longitude;altitude;mode_lecture;precision;precision.m;type_acquisition ;nom_observateur;orga_observateur;nom_bdd;auteur;annee_publication;titre_publication;revue;confidentialite;nom_fournisseur;organisation;Indigenat_population;nb.ind;surface_patch;abondance_rarete;description.hab;corinne;direct_hab;ordre.phyto;association;remarque.hab;comment
lt_1393;309276;1833/0/0;;Linum tenuifolium L., 1753;na;0;;;ROQUEBRUNE-SUR-ARGENS;LES PETIGNONS ;;;;43,43973;6,61795;55;;Lieudit;2500;Bibliographie;PERREYMOND Jean Honor_;;Silene;"PERREYMOND J. H. 1833 Plantes phan_rogames qui croissent aux environs de Fr_jus avec leur habitat et l'_poque de leur fleuraison. F.-G. Levrault, Paris ; Aragon père, Fr_jus & Perreymond-Dufort, Brignoles. 90 p.";;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;  ;;;;;;
lt_1394;320725;1833/0/0;;Linum tenuifolium L., 1753;na;0;;;ROQUEBRUNE-SUR-ARGENS;PETIGNONS ;;;;43,44232;6,61098;116;;Lieudit;2500;Bibliographie;PERREYMOND Jean Honor_;;Silene;ALBERT A. & JAHANDIEZ E. 1908 Catalogue des plantes vasculaires du Var. Librairie des Sciences naturelles Paul Klincksieck, Paris (r_impression 1985, Mus_um d'Histoire Naturelle de Toulon). 613 p.;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;  ;;;;;;
lt_1395;192176;1865/0/0;;Linum tenuifolium L., 1753;na;0;;;NICE;VALLON DE MAGNAN ;;;;43,7181;7,22506;201;;Lieudit;2500;Bibliographie;AYASSE Antoine-Etienne;;Silene;AYASSE M. 1886 Herborisations aux Alpes-Maritimes. In VERLOT B. Le guide du botaniste herborisant. J.-B. Baillière et fils, Paris : 481-490.;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;  ;;;;;;
lt_1396;102176;1876/6/18;;Linum tenuifolium L., 1753;na;0;;;LAROQUE;LE TAURAC A partir de la Roque [Laroque], nous abandonnons la grand'route et prenons le chemin de la montagne, plus court et qui au moins nous permettra d'_viter l'ascension directe de Saint Bauzille ˆ la Grotte [Le Taurac];;;;43,91838;3,75056;448;;Lieudit;2500;Bibliographie;GAUTIER L_on;;Silene;GAUTIER G.  1875 Excursion de la Soc_t_ d'Horticulture et d'Histoire naturelle de l'H_rault. A la grotte des demoiselles. Ann. Soc. Hort. Hist. Nat. H_rault, 8 (43);;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;  ;;;;;;
lt_1397;194263;1883/5/18;;Linum tenuifolium L., 1753;na;0;;;GOURDON;GORGES DU LOUP Gorges du Loup. Après une halte ˆ la grotte du Fugueiret.;;;;43,72599;6,99401;392;;Lieudit;2500;Bibliographie;PONS Camille;;Silene;PONS C. 1883 Compte rendu des herborisations faites dans les environs de Grasse, les 18 et 19 mai 1883 (Gorges du Loup, plateau de Caussols, bois de Gourdon). Session extraordinaire ˆ Antibes, mai 1883. Bull. Soc. Bot. Fr. 30 : CLXI-CLXXII.;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;  ;;;;;;
lt_1398;1072;1885/0/0;;Linum tenuifolium L., 1753;na;0;;;MONTOLIEU; Garigue que l'on peut suivre dans la direction du ruisseau de Guitard jusqu'ˆ la vall_e de l'Alzau [= Rougeanne, ˆ l'aval de Montolieu];;;;43,28967;2,21051;211;;Lieudit;2500;Bibliographie;DOUMERGUE François;;Silene;DOUMERGUE Fr.  1885 Contributions ˆ la flore de Montolieu (Aude) et de ses environs. Rev. Française de Botanique, 3;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;  ;;;;;;
lt_1399;56039;1893/5/0;;Linum tenuifolium L., 1753;na;0;;;MONTPELLIER;LA COLOMBIERE Le Bois de la Colombière;;;;43,62527;3,85557;47;;Lieudit;2500;Bibliographie;FLAHAULT Charles Henri Marie;;Silene;FLAHAULT C.  1893 Listes des plantes phan_rogames qui pourront être r_colt_es par la Soci_t_ Botanique de France r_unie en session extraordinaire ˆ Montpellier (mai 1893). Impr. Serre et Ricome, Montpellier;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;  ;;;;;;
lt_14;;26/06/10;Linum tenuifolium L.;Linum tenuifolium L., 1753;na;0;FR;48;Vebron;Lalabrède, route du Causse//Lacets de la Lalabrède;;;;44,24034;3,56343;800;GPS;point;30;export_bdd;Christophe BERNIER <christophe.bernier9@...> (http://www.tela-botanica.org/profil:14066);;plant_data_tela;;;;;libre;en ligne;Tela botanica;;;;;Pelouse;;;;;;
lt_140;414273;30/08/88;Linum tenuifolium L., 1753;Linum tenuifolium L., 1753;na;0;;10;BELMONT-LUTHEZIEU;;;;;45,86467;5,67521;257;GPS;point;10;export bdd;PROST Jean-François;Attente de rattachement;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
lt_1400;881674;1897/8/0;;Linum tenuifolium L., 1753;na;0;;;JAUSIERS; ;;;;44,42738;6,70059;1971;;Lieudit;2500;Bibliographie;FLAHAULT Charles;;Silene;FLAHAULT,C. 1897 Herborisation du Dimanche 1er ao_t, dans le bassin du torrent des Sagnières;;;;usage_restreint;Soci_t_ Botanique de France;CBN Med;;;;;24 47  ///  ;;;;;;
lt_1401;164282;1903/0/0;;Linum tenuifolium L., 1753;na;0;;;PEILLE;MONT AGEL [le long de la route strat_gique interdite];;;;43,77021;7,41885;1057;;Lieudit;2500;Bibliographie;VIALON Gabriel;;Silene;VIALON G. 1903 Herborisations dans les Alpes-Maritimes. II - De Monaco au Mont Agel et au Mont Baudon. Bull. Acad. intern. G_o. bot. 12 : 167-168, 506-516.;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;taillis de chênes verts et de Genista cinerea  ;;;;;;
lt_1402;972410;01/01/35;;Linum tenuifolium L., 1753;na;0;;;BARCELONNETTE; ;;;;44,40037;6,65784;1686;;Lieudit;2500;Bibliographie;DERBEZ Th.;;Silene;LAURENT,L. 1937 Catalogue raisonn_ des plantes vasculaires des Basses-Alpes. I;;;;usage_restreint;Universit_ de Provence;CBN Med;;;;;  ;;;;;;
lt_1403;972411;01/01/35;;Linum tenuifolium L., 1753;na;0;;;LAUZET-UBAYE; ;;;;44,42962;6,43283;901;;Lieudit;2500;Bibliographie;DERBEZ Th.;;Silene;LAURENT,L. 1937 Catalogue raisonn_ des plantes vasculaires des Basses-Alpes. I;;;;usage_restreint;Universit_ de Provence;CBN Med;;;;;  ;;;;;;
lt_1404;972413;01/01/35;;Linum tenuifolium L., 1753;na;0;;;ARCHAIL; ;;;;44,10113;6,34958;1481;;Lieudit;2500;Bibliographie;PAULI ;;Silene;LAURENT,L. 1937 Catalogue raisonn_ des plantes vasculaires des Basses-Alpes. I;;;;usage_restreint;Universit_ de Provence;CBN Med;;;;;  ;;;;;;
lt_1405;972414;01/01/35;;Linum tenuifolium L., 1753;na;0;;;CHATEAUREDON; ;;;;44,04264;6,23933;1390;;Lieudit;2500;Bibliographie;LAURENT Louis;;Silene;LAURENT,L. 1937 Catalogue raisonn_ des plantes vasculaires des Basses-Alpes. I;;;;usage_restreint;Universit_ de Provence;CBN Med;;;;;  ;;;;;;
lt_1406;972415;01/01/35;;Linum tenuifolium L., 1753;na;0;;;DIGNE-LES-BAINS; ;;;;44,10563;6,20557;905;;Lieudit;2500;Bibliographie;LAURENT Louis;;Silene;LAURENT,L. 1937 Catalogue raisonn_ des plantes vasculaires des Basses-Alpes. I;;;;usage_restreint;Universit_ de Provence;CBN Med;;;;;  ;;;;;;
lt_1407;972416;01/01/35;;Linum tenuifolium L., 1753;na;0;;;CHAUDON-NORANTE; ;;;;43,99539;6,33383;1049;;Lieudit;2500;Bibliographie;LAURENT Louis;;Silene;LAURENT,L. 1937 Catalogue raisonn_ des plantes vasculaires des Basses-Alpes. I;;;;usage_restreint;Universit_ de Provence;CBN Med;;;;;  ;;;;;;
lt_1408;972417;01/01/35;;Linum tenuifolium L., 1753;na;0;;;ALLOS; ;;;;44,23163;6,70735;2272;;Lieudit;2500;Bibliographie;LAURENT Louis;;Silene;LAURENT,L. 1937 Catalogue raisonn_ des plantes vasculaires des Basses-Alpes. I;;;;usage_restreint;Universit_ de Provence;CBN Med;;;;;  ;;;;;;
lt_1409;972418;01/01/35;;Linum tenuifolium L., 1753;na;0;;;SAINT-ETIENNE-LES-ORGUES; ;;;;44,06963;5,78931;976;;Lieudit;2500;Bibliographie;LEGRE Ludovic;;Silene;LAURENT,L. 1937 Catalogue raisonn_ des plantes vasculaires des Basses-Alpes. I;;;;usage_restreint;Universit_ de Provence;CBN Med;;;;;  ;;;;;;
lt_141;414274;30/08/88;Linum tenuifolium L., 1753;Linum tenuifolium L., 1753;na;0;;10;ARTEMARE;;;;;45,86836;5,68367;246;GPS;point;10;export bdd;PROST Jean-François;Attente de rattachement;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
lt_1410;198193;1949/0/0;;Linum tenuifolium L., 1753;na;0;;;ANDON;THORENC ;;;;43,80632;6,80996;1144;;Lieudit;2500;Bibliographie;ESCAREL Georges;;Silene;ESCAREL G. 1949 Petite flore des environs de Grasse (de la mer ˆ la montagne). 15 p.;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;  ;;;;;;
lt_1411;198367;23/06/49;;Linum tenuifolium L., 1753;na;0;;;GRASSE;MONTAGNE DE LA MARBRIERE Au-dessus du pavillon de th_ et montagne de la Marbrière (896 m).;;;;43,67849;6,93039;829;;Lieudit;2500;Notes manuscrites;POIRION Louis;;Silene;POIRION L. 0 Notes manuscrites in_dites de Louis Poirion. Copie d_pos_e au Conservatoire Botanique National M_diterran_en de Porquerolles.;;;;usage_restreint;R_seau des botanistes amateurs;CBN Med;;;;;  ;;;;;;
lt_1412;198701;12/06/49;;Linum tenuifolium L., 1753;na;0;;;SAINT-VALLIER-DE-THIEY;LE PAS DE LA FAYE col 981 m.;;;;43,71125;6,8379;902;;Lieudit;2500;Notes manuscrites;POIRION Louis;;Silene;POIRION L. 0 Notes manuscrites in_dites de Louis Poirion. Copie d_pos_e au Conservatoire Botanique National M_diterran_en de Porquerolles.;;;;usage_restreint;R_seau des botanistes amateurs;CBN Med;;;;;  ;;;;;;
lt_1413;198624;15/06/52;;Linum tenuifolium L., 1753;na;0;;;COURMES; Pentes arides au-dessus du village;;;;43,74456;7,0158;772;;Lieudit;2500;Notes manuscrites;POIRION Louis;;Silene;POIRION L. 0 Notes manuscrites in_dites de Louis Poirion. Copie d_pos_e au Conservatoire Botanique National M_diterran_en de Porquerolles.;;;;usage_restreint;R_seau des botanistes amateurs;CBN Med;;;;;  ;;;;;;
lt_1414;198683;26/06/57;;Linum tenuifolium L., 1753;na;0;;;GOURDON;CAVILLORES ;;;;43,73602;6,98232;1019;;Lieudit;2500;Notes manuscrites;POIRION Louis;;Silene;POIRION L. 0 Notes manuscrites in_dites de Louis Poirion. Copie d_pos_e au Conservatoire Botanique National M_diterran_en de Porquerolles.;;;;usage_restreint;R_seau des botanistes amateurs;CBN Med;;;;;  ;;;;;;
lt_1415;259508;1957/0/0;;Linum tenuifolium L., 1753;na;0;;;CASSIS;PAS DE BELLE-FILLE [l'auteur indicait La Ciotat mais il semble que se soit sur Cassis];;;;43,22215;5,58652;267;;Lieudit;2500;Bibliographie;MOLINIER Ren_ Herv_ Andr_;;Silene;MOLINIER RE. 1957 Monographies phytosociologiques. La v_g_tation du bassin synclinal de la Ciotat-le Beausset (Var). Bull. Mus. Hist. Nat. Marseille 17, 45-71.;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;Rosmarineto-Lithospermetum  ;;;;;;
lt_1416;1301658;04/07/57;;Linum tenuifolium L., 1753;na;0;;;PEYRELEAU; ;;;;44,18025;3,20866;667;;Lieudit;2500;Bibliographie;Vanden Berghen ;;Silene;;;;;usage_restreint;Conservatoire botanique national des Pyr_n_es et de Midi-Pyr_n_es;CBN Med;;;;;  ;;;;;;
lt_1417;198324;06/06/59;;Linum tenuifolium L., 1753;na;0;;;COURSEGOULES;BOIS DE GARAVAGNE Bois de Garavagne - Colle de Puey-Subert;;;;43,77971;7,02442;1088;;Lieudit;2500;Notes manuscrites;POIRION Louis;;Silene;POIRION L. 0 Notes manuscrites in_dites de Louis Poirion. Copie d_pos_e au Conservatoire Botanique National M_diterran_en de Porquerolles.;;;;usage_restreint;R_seau des botanistes amateurs;CBN Med;;;;;espaces clairs non ou peu couverts  ;;;;;;
lt_1418;198672;30/06/59;;Linum tenuifolium L., 1753;na;0;;;CAUSSOLS;BOIS BERANGER ;;;;43,73106;6,90731;1124;;Lieudit;2500;Notes manuscrites;POIRION Louis;;Silene;POIRION L. 0 Notes manuscrites in_dites de Louis Poirion. Copie d_pos_e au Conservatoire Botanique National M_diterran_en de Porquerolles.;;;;usage_restreint;R_seau des botanistes amateurs;CBN Med;;;;;  ;;;;;;
lt_1419;198674;30/06/59;;Linum tenuifolium L., 1753;na;0;;;CAUSSOLS;BOIS BERANGER ;;;;43,72812;6,90736;1124;;Lieudit;2500;Notes manuscrites;POIRION Louis;;Silene;POIRION L. 0 Notes manuscrites in_dites de Louis Poirion. Copie d_pos_e au Conservatoire Botanique National M_diterran_en de Porquerolles.;;;;usage_restreint;R_seau des botanistes amateurs;CBN Med;;;;;  ;;;;;;
lt_142;414808;1988//;Linum tenuifolium L., 1753;Linum tenuifolium L., 1753;na;0;;26;ALBON;;;;;45,24991;4,87613;251;GPS;point;10;export bdd;BREJOUX Pierre;Attente de rattachement;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
lt_1420;1301668;04/07/59;;Linum tenuifolium L., 1753;na;0;;;ROQUE-SAINTE-MARGUERITE; ;;;;44,14698;3,18763;806;;Lieudit;2500;Bibliographie;Vanden Berghen ;;Silene;;;;;usage_restreint;Conservatoire botanique national des Pyr_n_es et de Midi-Pyr_n_es;CBN Med;;;;;  ;;;;;;
lt_1421;1301676;12/07/59;;Linum tenuifolium L., 1753;na;0;;;ROQUE-SAINTE-MARGUERITE; ;;;;44,15149;3,18698;808;;Lieudit;2500;Bibliographie;Vanden Berghen ;;Silene;;;;;usage_restreint;Conservatoire botanique national des Pyr_n_es et de Midi-Pyr_n_es;CBN Med;;;;;  ;;;;;;
lt_1422;1301682;02/07/59;;Linum tenuifolium L., 1753;na;0;;;SAINT-ANDRE-DE-VEZINES; ;;;;44,14237;3,22882;775;;Lieudit;2500;Bibliographie;Vanden Berghen ;;Silene;;;;;usage_restreint;Conservatoire botanique national des Pyr_n_es et de Midi-Pyr_n_es;CBN Med;;;;;  ;;;;;;
lt_1423;165198;1960/0/0;;Linum tenuifolium L., 1753;na;0;;;SAINT-CEZAIRE-SUR-SIAGNE;COL DE LA LEQUE dans la zone d_sertique.;;;;43,67923;6,80627;658;;Lieudit;2500;Bibliographie;POIRION Louis;;Silene;POIRION L. 1965 V_g_tation d_sertique du col de la Lèque dans les Pr_alpes de Grasse. Le Monde des Plantes 346, 7.;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;  ;;;;;;
lt_1424;1021544;05/07/60;;Linum tenuifolium L., 1753;na;0;;;VIGNEAUX; ;;;;44,8135;6,56429;1145;;Lieudit;2500;Relev_ de terrain;CADEL G_rard;;Silene;;;;;usage_restreint;Attente de rattachement;CBN Med;;;;;Lande arbor_e - Pente : 20¡  ;;;;;;
lt_1425;994697;1961/0/0;;Linum tenuifolium L., 1753;na;0;;;SAINT-CLEMENT-SUR-DURANCE; ;;;;44,65393;6,58445;874;;Lieudit;2500;Bibliographie;BRAUN - BLANQUET Josias;;Silene;BRAUN-BLANQUET,J. 1961 Die inneralpine Trockenvegetation von der Provencebis sur Steiermark (La v_g_tation des vall_es sèches ˆ l'int_rieur des Alpes et son origine);;;;usage_restreint;Geobotanica Selecta;CBN Med;;;;;Lavandulo- Artemisietum albae/Surface : 50 m_  ;;;;;;
lt_1426;994703;1961/0/0;;Linum tenuifolium L., 1753;na;0;;;SAINT-ANDRE-D'EMBRUN; ;;;;44,62334;6,55906;992;;Lieudit;2500;Bibliographie;BRAUN - BLANQUET Josias;;Silene;BRAUN-BLANQUET,J. 1961 Die inneralpine Trockenvegetation von der Provencebis sur Steiermark (La v_g_tation des vall_es sèches ˆ l'int_rieur des Alpes et son origine);;;;usage_restreint;Geobotanica Selecta;CBN Med;;;;;Lavandulo- Artemisietum albae - Tas de pierre/Surface : 50 m_  ;;;;;;
lt_1427;994710;1961/0/0;;Linum tenuifolium L., 1753;na;0;;;EYGLIERS; ;;;;44,68085;6,63764;1091;;Lieudit;2500;Bibliographie;BRAUN - BLANQUET Josias;;Silene;BRAUN-BLANQUET,J. 1961 Die inneralpine Trockenvegetation von der Provencebis sur Steiermark (La v_g_tation des vall_es sèches ˆ l'int_rieur des Alpes et son origine);;;;usage_restreint;Geobotanica Selecta;CBN Med;;;;;Lavandulo- Artemisietum albae sous association ˆ Scabiosa graminifolia - Pierriers calcaires/Surface : 50 m_  ;;;;;;
lt_1428;994739;1961/0/0;;Linum tenuifolium L., 1753;na;0;;;EYGLIERS; ;;;;44,67789;6,61756;915;;Lieudit;2500;Bibliographie;BRAUN - BLANQUET Josias;;Silene;BRAUN-BLANQUET,J. 1961 Die inneralpine Trockenvegetation von der Provencebis sur Steiermark (La v_g_tation des vall_es sèches ˆ l'int_rieur des Alpes et son origine);;;;usage_restreint;Geobotanica Selecta;CBN Med;;;;;Koelerieto-Astragaletum vesicariae sous association ˆ Plantago media /Surface : 50 m_  ;;;;;;
lt_1429;994740;1961/0/0;;Linum tenuifolium L., 1753;na;0;;;SAINT-CREPIN; ;;;;44,7047;6,58627;994;;Lieudit;2500;Bibliographie;BRAUN - BLANQUET Josias;;Silene;BRAUN-BLANQUET,J. 1961 Die inneralpine Trockenvegetation von der Provencebis sur Steiermark (La v_g_tation des vall_es sèches ˆ l'int_rieur des Alpes et son origine);;;;usage_restreint;Geobotanica Selecta;CBN Med;;;;;Koelerieto-Astragaletum vesicariae sous association ˆ Plantago media /Surface : 50 m_  ;;;;;;
lt_143;415417;23/10/95;Linum tenuifolium L., 1753;Linum tenuifolium L., 1753;na;0;;26;ANNEYRON;;;;;45,25358;4,91576;357;GPS;point;10;export bdd;GARRAUD Luc;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
lt_1430;994741;1961/0/0;;Linum tenuifolium L., 1753;na;0;;;SAINT-CLEMENT-SUR-DURANCE; ;;;;44,64035;6,57051;883;;Lieudit;2500;Bibliographie;BRAUN - BLANQUET Josias;;Silene;BRAUN-BLANQUET,J. 1961 Die inneralpine Trockenvegetation von der Provencebis sur Steiermark (La v_g_tation des vall_es sèches ˆ l'int_rieur des Alpes et son origine);;;;usage_restreint;Geobotanica Selecta;CBN Med;;;;;Koelerieto-Astragaletum vesicariae sous association ˆ Plantago media /Surface : 50 m_  ;;;;;;
lt_1431;994809;1961/0/0;;Linum tenuifolium L., 1753;na;0;;;EYGLIERS; ;;;;44,66778;6,61974;886;;Lieudit;2500;Bibliographie;BRAUN - BLANQUET Josias;;Silene;BRAUN-BLANQUET,J. 1961 Die inneralpine Trockenvegetation von der Provencebis sur Steiermark (La v_g_tation des vall_es sèches ˆ l'int_rieur des Alpes et son origine);;;;usage_restreint;Geobotanica Selecta;CBN Med;;;;;Koelerieto Astragaletum vesicariae sous association fumanetosum - Alluvions - D_bris glaciaires/Surface : 50 m_  ;;;;;;
lt_1432;994811;1961/0/0;;Linum tenuifolium L., 1753;na;0;;;SAINT-ANDRE-D'EMBRUN; ;;;;44,62244;6,55899;992;;Lieudit;2500;Bibliographie;BRAUN - BLANQUET Josias;;Silene;BRAUN-BLANQUET,J. 1961 Die inneralpine Trockenvegetation von der Provencebis sur Steiermark (La v_g_tation des vall_es sèches ˆ l'int_rieur des Alpes et son origine);;;;usage_restreint;Geobotanica Selecta;CBN Med;;;;;Koelerieto Astragaletum vesicariae sous association fumanetosum - P‰turage sur calcaire _ocène/Surface : 100 m_  ;;;;;;
lt_1433;994812;1961/0/0;;Linum tenuifolium L., 1753;na;0;;;SAINT-ANDRE-D'EMBRUN; ;;;;44,62299;6,55788;1072;;Lieudit;2500;Bibliographie;BRAUN - BLANQUET Josias;;Silene;BRAUN-BLANQUET,J. 1961 Die inneralpine Trockenvegetation von der Provencebis sur Steiermark (La v_g_tation des vall_es sèches ˆ l'int_rieur des Alpes et son origine);;;;usage_restreint;Geobotanica Selecta;CBN Med;;;;;Koelerieto Astragaletum vesicariae sous association fumanetosum - P‰turage sur calcaire _ocène/Surface : 100 m_  ;;;;;;
lt_1434;994813;1961/0/0;;Linum tenuifolium L., 1753;na;0;;;SAINT-ANDRE-D'EMBRUN; ;;;;44,61067;6,54725;896;;Lieudit;2500;Bibliographie;BRAUN - BLANQUET Josias;;Silene;BRAUN-BLANQUET,J. 1961 Die inneralpine Trockenvegetation von der Provencebis sur Steiermark (La v_g_tation des vall_es sèches ˆ l'int_rieur des Alpes et son origine);;;;usage_restreint;Geobotanica Selecta;CBN Med;;;;;Koelerieto Astragaletum vesicariae sous association fumanetosum/Surface : 50 m_  ;;;;;;
lt_1435;994817;1961/0/0;;Linum tenuifolium L., 1753;na;0;;;SAINT-ANDRE-D'EMBRUN; ;;;;44,61297;6,5504;1067;;Lieudit;2500;Bibliographie;BRAUN - BLANQUET Josias;;Silene;BRAUN-BLANQUET,J. 1961 Die inneralpine Trockenvegetation von der Provencebis sur Steiermark (La v_g_tation des vall_es sèches ˆ l'int_rieur des Alpes et son origine);;;;usage_restreint;Geobotanica Selecta;CBN Med;;;;;Koelerieto Astragaletum vesicariae sous association fumanetosum - Clairière dans la pinède - Alluvions glaciaires - Pierriers/Surface : 50 m_  ;;;;;;
lt_1436;994820;1961/0/0;;Linum tenuifolium L., 1753;na;0;;;MONT-DAUPHIN; ;;;;44,66645;6,62069;905;;Lieudit;2500;Bibliographie;BRAUN - BLANQUET Josias;;Silene;BRAUN-BLANQUET,J. 1961 Die inneralpine Trockenvegetation von der Provencebis sur Steiermark (La v_g_tation des vall_es sèches ˆ l'int_rieur des Alpes et son origine);;;;usage_restreint;Geobotanica Selecta;CBN Med;;;;;Koelerieto Astragaletum vesicariae sous association fumanetosum - Plateau glaciaire ? (glaziale Breccie)/Surface : 50 m_  ;;;;;;
lt_1437;994821;1961/0/0;;Linum tenuifolium L., 1753;na;0;;;MONT-DAUPHIN; ;;;;44,66797;6,61998;886;;Lieudit;2500;Bibliographie;BRAUN - BLANQUET Josias;;Silene;BRAUN-BLANQUET,J. 1961 Die inneralpine Trockenvegetation von der Provencebis sur Steiermark (La v_g_tation des vall_es sèches ˆ l'int_rieur des Alpes et son origine);;;;usage_restreint;Geobotanica Selecta;CBN Med;;;;;Koelerieto Astragaletum vesicariae sous association fumanetosum - Plateau glaciaire ? (glaziale Breccie)/Surface : 100 m_  ;;;;;;
lt_1438;994824;1961/0/0;;Linum tenuifolium L., 1753;na;0;;;CHATEAUROUX-LES-ALPES; ;;;;44,60936;6,53918;928;;Lieudit;2500;Bibliographie;BRAUN - BLANQUET Josias;;Silene;BRAUN-BLANQUET,J. 1961 Die inneralpine Trockenvegetation von der Provencebis sur Steiermark (La v_g_tation des vall_es sèches ˆ l'int_rieur des Alpes et son origine);;;;usage_restreint;Geobotanica Selecta;CBN Med;;;;;Koelerieto Astragaletum vesicariae sous association fumanetosum variante ˆ Astragalus onobrychis/Surface : 50 m_  ;;;;;;
lt_1439;994825;1961/0/0;;Linum tenuifolium L., 1753;na;0;;;CHATEAUROUX-LES-ALPES; ;;;;44,60966;6,53915;928;;Lieudit;2500;Bibliographie;BRAUN - BLANQUET Josias;;Silene;BRAUN-BLANQUET,J. 1961 Die inneralpine Trockenvegetation von der Provencebis sur Steiermark (La v_g_tation des vall_es sèches ˆ l'int_rieur des Alpes et son origine);;;;usage_restreint;Geobotanica Selecta;CBN Med;;;;;Koelerieto Astragaletum vesicariae sous association fumanetosum variante ˆ Astragalus onobrychis/Surface : 50 m_  ;;;;;;
lt_144;415660;15/11/94;Linum tenuifolium L., 1753;Linum tenuifolium L., 1753;na;0;;26;BEAURIERES;;;;;44,57648;5,55107;866;GPS;point;10;export bdd;GARRAUD Luc;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
lt_1440;994829;1961/0/0;;Linum tenuifolium L., 1753;na;0;;;VILLAR-SAINT-PANCRACE; ;;;;44,86975;6,63412;1401;;Lieudit;2500;Bibliographie;BRAUN - BLANQUET Josias;;Silene;BRAUN-BLANQUET,J. 1961 Die inneralpine Trockenvegetation von der Provencebis sur Steiermark (La v_g_tation des vall_es sèches ˆ l'int_rieur des Alpes et son origine);;;;usage_restreint;Geobotanica Selecta;CBN Med;;;;;Koelerieto Astragaletum vesicariae sous association tunecitosum variante ˆ Stipa capillata/Surface : 50 m_  ;;;;;;
lt_1441;994833;1961/0/0;;Linum tenuifolium L., 1753;na;0;;;ARGENTIERE-LA-BESSEE; ;;;;44,78247;6,56571;1182;;Lieudit;2500;Bibliographie;BRAUN - BLANQUET Josias;;Silene;BRAUN-BLANQUET,J. 1961 Die inneralpine Trockenvegetation von der Provencebis sur Steiermark (La v_g_tation des vall_es sèches ˆ l'int_rieur des Alpes et son origine);;;;usage_restreint;Geobotanica Selecta;CBN Med;;;;;Koelerieto Astragaletum vesicariae sous association tunecitosum variante ˆ Stipa capillata - P‰turage sur pierraille glaciaire/Surface : 50 m_  ;;;;;;
lt_1442;994837;1961/0/0;;Linum tenuifolium L., 1753;na;0;;;SAINT-CREPIN; ;;;;44,70486;6,6129;924;;Lieudit;2500;Bibliographie;BRAUN - BLANQUET Josias;;Silene;BRAUN-BLANQUET,J. 1961 Die inneralpine Trockenvegetation von der Provencebis sur Steiermark (La v_g_tation des vall_es sèches ˆ l'int_rieur des Alpes et son origine);;;;usage_restreint;Geobotanica Selecta;CBN Med;;;;;Koelerieto Astragaletum vesicariae sous association tunecitosum variante ˆ Stipa capillata/Surface : 50 m_  ;;;;;;
lt_1443;994838;1961/0/0;;Linum tenuifolium L., 1753;na;0;;;SAINT-CREPIN; ;;;;44,68995;6,59596;1033;;Lieudit;2500;Bibliographie;BRAUN - BLANQUET Josias;;Silene;BRAUN-BLANQUET,J. 1961 Die inneralpine Trockenvegetation von der Provencebis sur Steiermark (La v_g_tation des vall_es sèches ˆ l'int_rieur des Alpes et son origine);;;;usage_restreint;Geobotanica Selecta;CBN Med;;;;;Koelerieto Astragaletum vesicariae sous association tunecitosum /Surface : 50 m_  ;;;;;;
lt_1444;994844;1961/0/0;;Linum tenuifolium L., 1753;na;0;;;REOTIER; ;;;;44,67338;6,60188;883;;Lieudit;2500;Bibliographie;BRAUN - BLANQUET Josias;;Silene;BRAUN-BLANQUET,J. 1961 Die inneralpine Trockenvegetation von der Provencebis sur Steiermark (La v_g_tation des vall_es sèches ˆ l'int_rieur des Alpes et son origine);;;;usage_restreint;Geobotanica Selecta;CBN Med;;;;;Koelerieto Astragaletum vesicariae sous association tunecitosum - Pente calcaire/Surface : 50 m_  ;;;;;;
