code;code_source;date;nom_saisie;nom_retenu;status;niche;pays;region;ville;lieux dit;utm;utm1;utm10;latitude;longitude;altitude;mode_lecture;precision;precision.m;type_acquisition ;nom_observateur;orga_observateur;nom_bdd;auteur;annee_publication;titre_publication;revue;confidentialite;nom_fournisseur;organisation;Indigenat_population;nb.ind;surface_patch;abondance_rarete;description.hab;corinne;direct_hab;ordre.phyto;association;remarque.hab;comment
ls_3365;886592;10/06/90;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;DEVOLUY; ;;;;44,73561;5,91981;1469;;Lieudit;2500;Bibliographie;ARDOIN Ren_;;Silene;"""MOUSSA,A.;DELARUE,G.;ARDOIN,R."" 1990 Excursion dans le D_voluy Central (Isère et Hautes-Alpes). G_ologie, hydrog_ologie et botanique (10 Juin 1990)";;;;usage_restreint;Soci_t_ dauphinoise d'_tudes biologiques;CBN Med;;;;;pelouses  ;;;;;;
ls_3366;906823;01/01/90;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;VENTAVON; ;;;;44,41612;5,86806;817;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3367;906869;01/01/90;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;TRESCLEOUX; ;;;;44,35988;5,7398;704;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3368;906957;01/01/90;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;SERRES; ;;;;44,42962;5,71055;682;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3369;906965;01/01/90;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;VENTAVON; ;;;;44,38687;5,86581;949;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_337;419252;09/06/97;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;26;BARRET-DE-LIOURE;;;;;44,16577;5,54477;1346;GPS;point;10;export bdd;GARRAUD Luc;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_3370;906969;01/01/90;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;MONTJAY; ;;;;44,39812;5,61155;1047;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3371;906970;01/01/90;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;MONTJAY; ;;;;44,39587;5,6183;1101;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3372;907028;01/01/90;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;MONTMAUR; ;;;;44,61637;5,91306;1585;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3373;907029;01/01/90;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;MONTMAUR; ;;;;44,61412;5,91081;1585;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3374;907049;01/01/90;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;GAP; ;;;;44,58712;6,05931;1128;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3375;907052;01/01/90;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;VENTAVON; ;;;;44,40038;5,87257;786;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3376;907054;01/01/90;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;VENTAVON; ;;;;44,41162;5,85681;895;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3377;907059;01/01/90;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;PIARRE; ;;;;44,49937;5,65656;1161;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3378;907085;01/01/90;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;GAP; ;;;;44,62987;6,01881;1704;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3379;907088;01/01/90;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;GAP; ;;;;44,62987;6,02781;1722;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_338;419253;09/06/97;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;26;BARRET-DE-LIOURE;;;;;44,16337;5,53391;1344;GPS;point;10;export bdd;GARRAUD Luc;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_3380;907089;01/01/90;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;GAP; ;;;;44,63212;6,02782;1722;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3381;907097;01/01/90;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;GAP; ;;;;44,63212;6,03231;1722;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3382;907100;01/01/90;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;GAP; ;;;;44,62762;6,03232;1722;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3383;907275;01/01/90;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;EOURRES; ;;;;44,20913;5,76681;1239;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3384;907497;01/01/90;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;NOYER; ;;;;44,68837;5,98731;1563;;Lieudit;2500;Relev_ de terrain;DAVIN Jean-Pierre;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3385;911614;01/01/90;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;MONTMAUR; ;;;;44,61975;5,91374;1985;;Lieudit;2500;Relev_ de terrain;GILLOT Philippe;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3386;911642;01/01/90;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;NOYER; ;;;;44,68904;5,98574;1563;;Lieudit;2500;Relev_ de terrain;GILLOT Philippe;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3387;900211;01/01/91;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;ROCHE-DES-ARNAUDS; ;;;;44,60512;5,94681;1748;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3388;907532;01/01/91;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;LARAGNE-MONTEGLIN; ;;;;44,33738;5,79605;746;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3389;907536;01/01/91;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;LARAGNE-MONTEGLIN; ;;;;44,34187;5,7938;837;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_339;419256;09/06/97;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;26;BARRET-DE-LIOURE;;;;;44,16328;5,52727;1298;GPS;point;10;export bdd;GARRAUD Luc;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_3390;907539;01/01/91;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;FAURIE; ;;;;44,57362;5,74881;896;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3391;907540;01/01/91;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;FAURIE; ;;;;44,56912;5,71956;920;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3392;907563;01/01/91;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;CHORGES; ;;;;44,57362;6,27758;1292;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3393;907565;01/01/91;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;CHORGES; ;;;;44,58262;6,27983;1524;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3394;907568;01/01/91;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;MONTBRAND; ;;;;44,58712;5,7173;872;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3395;907585;01/01/91;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;NOSSAGE-ET-BENEVENT; ;;;;44,32388;5,7488;641;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3396;907586;01/01/91;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;NOSSAGE-ET-BENEVENT; ;;;;44,32387;5,75106;663;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3397;907587;01/01/91;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;NOSSAGE-ET-BENEVENT; ;;;;44,31488;5,75106;711;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3398;907588;01/01/91;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;NOSSAGE-ET-BENEVENT; ;;;;44,31937;5,74881;641;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3399;907593;01/01/91;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;SAINTE-COLOMBE; ;;;;44,28562;5,68806;1094;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_34;243622;10/06/95;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;26;SAINT-SAUVEUR-GOUVERNET;;;;;44,31868;5,38212;690;GPS;point;10;export bdd;LAURENT Jean;Association La Catananche;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_340;419268;09/06/97;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;26;BARRET-DE-LIOURE;;;;;44,16623;5,54843;1346;GPS;point;10;export bdd;GARRAUD Luc;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_3400;907594;01/01/91;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;SAINTE-COLOMBE; ;;;;44,28787;5,66556;863;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3401;907599;01/01/91;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;ORPIERRE; ;;;;44,31037;5,67231;724;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3402;907629;01/01/91;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;MONTROND; ;;;;44,38462;5,7443;635;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3403;907677;01/01/91;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;EPINE; ;;;;44,41162;5,61155;855;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3404;907683;01/01/91;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;EYGUIANS; ;;;;44,34637;5,78931;769;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3405;907684;01/01/91;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;EYGUIANS; ;;;;44,34862;5,78706;769;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3406;907685;01/01/91;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;EYGUIANS; ;;;;44,35088;5,78256;640;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3407;907703;01/01/91;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;TRESCLEOUX; ;;;;44,35312;5,75106;599;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3408;907713;01/01/91;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;TRESCLEOUX; ;;;;44,35763;5,74656;679;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3409;907714;01/01/91;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;TRESCLEOUX; ;;;;44,35987;5,73531;704;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_341;419271;09/06/97;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;26;BARRET-DE-LIOURE;;;;;44,16354;5,54921;1346;GPS;point;10;export bdd;GARRAUD Luc;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_3410;907722;01/01/91;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;MEREUIL; ;;;;44,38463;5,70381;909;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3411;907727;01/01/91;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;MONTBRAND; ;;;;44,57361;5,65431;1341;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3412;907730;01/01/91;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;HAUTE-BEAUME; ;;;;44,56461;5,64756;1376;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3413;907734;01/01/91;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;MONTMAUR; ;;;;44,61637;5,91306;1585;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3414;907735;01/01/91;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;MONTMAUR; ;;;;44,61862;5,91306;1985;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3415;907778;01/01/91;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;RABOU; ;;;;44,59387;6,03456;1573;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3416;907779;01/01/91;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;GAP; ;;;;44,58262;6,03682;1471;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3417;907781;01/01/91;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;RABOU; ;;;;44,58937;6,04132;1632;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3418;907786;01/01/91;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;GAP; ;;;;44,61637;6,04806;1793;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3419;907789;01/01/91;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;GAP; ;;;;44,62312;6,04806;1710;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_342;419272;09/06/97;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;26;BARRET-DE-LIOURE;;;;;44,1618;5,55632;1269;GPS;point;10;export bdd;GARRAUD Luc;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_3420;907817;01/01/91;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;CHORGES; ;;;;44,58487;6,29332;1843;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3421;907824;01/01/91;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;CHORGES; ;;;;44,58487;6,30458;2025;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3422;907852;01/01/91;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;ROCHE-DES-ARNAUDS; ;;;;44,59837;5,93556;1570;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3423;907855;01/01/91;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;ROCHE-DES-ARNAUDS; ;;;;44,60287;5,93331;1910;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3424;911327;01/01/91;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;THEUS; ;;;;44,46787;6,19432;879;;Lieudit;2500;Relev_ de terrain;GARRAUD Luc;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3425;11405;22/08/92;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;MAYRONNES;PLATEAU DE LACAMP Sur le chemin qui monte au plateau depuis Mayronnes;;;;43,04543;2,51312;523;;Lieudit;2500;Relev_ de terrain;MICHAUD Henri;;Silene;;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;  ;;;;;;
ls_3426;199383;24/10/92;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;ROURET;" ""Projet Sophia"" Secteur du Lauron.;Chemin Pierre Roux";;;;43,66908;7,011;294;;Lieudit;2500;Notes manuscrites;SALANON Robert;;Silene;SALANON R. 1993 Notes manuscrites in_dites de Robert Salanon. Carnet de terrain n¡39. Copie d_pos_e au CBNMP, Porquerolles.;;;;usage_restreint;R_seau des botanistes amateurs;CBN Med;;;;;  ;;;;;;
ls_3427;200299;02/04/92;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;COLLE-SUR-LOUP;"GORGES INFERIEURES DU LOUP rive gauche du Loup;amont --> aval";;;;43,67623;7,09378;123;;Lieudit;2500;Notes manuscrites;SALANON Robert;;Silene;SALANON R. 1992 Notes manuscrites in_dites de Robert Salanon. Carnet de terrain n¡38. Copie d_pos_e au CBNMP, Porquerolles.;;;;usage_restreint;R_seau des botanistes amateurs;CBN Med;;;;;  ;;;;;;
ls_3428;200303;02/04/92;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;COLLE-SUR-LOUP;"GORGES INFERIEURES DU LOUP ""Chemin de ronde"" dans les falaises, en poursuivant vers l'aval";;;;43,67402;7,09964;100;;Lieudit;2500;Notes manuscrites;SALANON Robert;;Silene;SALANON R. 1992 Notes manuscrites in_dites de Robert Salanon. Carnet de terrain n¡38. Copie d_pos_e au CBNMP, Porquerolles.;;;;usage_restreint;R_seau des botanistes amateurs;CBN Med;;;;;  ;;;;;;
ls_3429;200454;17/06/92;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;VALBONNE;" Valbonne --> piste DFCI du vallon de Font Martine;Entre la piste DFCI et la route";;;;43,64944;7,02476;209;;Lieudit;2500;Notes manuscrites;SALANON Robert;;Silene;SALANON R. 1992 Notes manuscrites in_dites de Robert Salanon. Carnet de terrain n¡38. Copie d_pos_e au CBNMP, Porquerolles.;;;;usage_restreint;R_seau des botanistes amateurs;CBN Med;;;;;  ;;;;;;
ls_343;419303;11/06/97;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;26;BEAUMONT-EN-DIOIS;;;;;44,57216;5,45228;848;GPS;point;10;export bdd;GARRAUD Luc;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_3430;200459;17/06/92;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;VALBONNE;"VALLON DE FONT MARTINE Valbonne --> piste DFCI du vallon de Font Martine;La piste DFCI arrive au talweg;vers l'aval";;;;43,65036;7,03308;191;;Lieudit;2500;Notes manuscrites;SALANON Robert;;Silene;SALANON R. 1992 Notes manuscrites in_dites de Robert Salanon. Carnet de terrain n¡38. Copie d_pos_e au CBNMP, Porquerolles.;;;;usage_restreint;R_seau des botanistes amateurs;CBN Med;;;;;  ;;;;;;
ls_3431;908016;01/01/92;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;EOURRES; ;;;;44,19562;5,68805;1400;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3432;908030;01/01/92;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;SAINT-ANDRE-DE-ROSANS; ;;;;44,37562;5,5283;768;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
ls_3433;908047;01/01/92;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;ASPRES-SUR-BUECH; ;;;;44,50837;5,73306;793;;Lieudit;2500;Relev_ de terrain;CHAS Edouard;;Silene;;;;;usage_restreint;Atlas de la flore des Hautes-Alpes 1994;CBN Med;;;;;  ;;;;;;
