"code.pop";"sp.name";"date";"x";"y";"precision";"source"
"1582";"ls_2421";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"12/06/12";6.41025;43.90516;10;"CBN Alpin"
"1583";"ls_2422";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"12/06/12";6.39944;43.88936;10;"CBN Alpin"
"1584";"ls_2423";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"12/06/12";6.38928;43.88746;10;"CBN Alpin"
"1585";"ls_2424";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"22/05/13";5.71174;43.80484;10;"CBN Alpin"
"1586";"ls_2425";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"22/05/13";5.71208;43.80443;10;"CBN Alpin"
"1587";"ls_2426";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"22/05/13";5.7107;43.80452;10;"CBN Alpin"
"1588";"ls_2427";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"22/05/13";5.7105;43.8044;10;"CBN Alpin"
"1589";"ls_2428";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"22/05/13";5.70946;43.80424;10;"CBN Alpin"
"1590";"ls_2429";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"22/05/13";5.71063;43.8052;10;"CBN Alpin"
"1591";"ls_243";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"05/05/03";6.55913;43.8309;10;"CBN Alpin"
"1592";"ls_2430";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"04/06/13";5.84658;44.50069;10;"CBN Alpin"
"1593";"ls_2431";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"04/06/13";5.85926;44.50767;10;"CBN Alpin"
"1594";"ls_2432";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"06/06/13";5.70628;43.85484;10;"CBN Alpin"
"1595";"ls_2433";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"24/05/13";5.45602;44.70087;10;"CBN Alpin"
"1596";"ls_2434";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"24/05/13";5.312;44.44002;10;"CBN Alpin"
"1597";"ls_2435";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"12/06/13";5.85336;43.72555;10;"CBN Alpin"
"1598";"ls_2436";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"12/06/13";5.87531;43.73691;10;"CBN Alpin"
"1599";"ls_2437";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"18/06/13";5.80984;44.56859;10;"CBN Alpin"
"1600";"ls_2438";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"18/06/13";5.81904;44.558;10;"CBN Alpin"
"1601";"ls_2439";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"25/06/13";6.24591;43.85524;10;"CBN Alpin"
"1602";"ls_244";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"03/06/03";6.63776;43.79399;10;"CBN Alpin"
"1603";"ls_2440";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"25/06/13";6.24881;43.84848;10;"CBN Alpin"
"1604";"ls_2441";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"05/06/13";5.14177;44.34291;10;"CBN Alpin"
"1605";"ls_2442";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"29/05/13";5.05183;44.44063;10;"CBN Alpin"
"1606";"ls_2443";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"26/06/13";6.2436;43.85323;10;"CBN Alpin"
"1607";"ls_2444";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"26/06/13";6.32301;43.84312;10;"CBN Alpin"
"1608";"ls_2445";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"26/06/13";6.30021;43.84965;10;"CBN Alpin"
"1609";"ls_2446";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"28/06/13";6.08909;44.02387;10;"CBN Alpin"
"1610";"ls_2447";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"28/06/13";6.09036;44.02271;10;"CBN Alpin"
"1611";"ls_2448";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"28/06/13";6.06053;44.00673;10;"CBN Alpin"
"1612";"ls_2449";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"28/06/13";6.05267;44.00516;10;"CBN Alpin"
"1613";"ls_245";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"17/07/02";6.56787;44.39137;10;"CBN Alpin"
"1614";"ls_2450";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"28/06/13";6.04878;44.00773;10;"CBN Alpin"
"1615";"ls_2451";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"02/07/13";6.66984;43.97267;10;"CBN Alpin"
"1616";"ls_2452";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"26/06/13";5.53076;44.8743;10;"CBN Alpin"
"1617";"ls_2453";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"27/06/13";5.52454;44.90893;10;"CBN Alpin"
"1618";"ls_2454";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"27/06/13";5.52462;44.90873;10;"CBN Alpin"
"1619";"ls_2455";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"28/06/13";5.81643;44.81311;10;"CBN Alpin"
"1620";"ls_2456";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"28/06/13";5.81566;44.81242;10;"CBN Alpin"
"1621";"ls_2457";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"28/06/13";5.81489;44.81569;10;"CBN Alpin"
"1622";"ls_2458";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"28/06/13";5.81481;44.81679;10;"CBN Alpin"
"1623";"ls_2459";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"02/07/13";5.52838;44.85575;10;"CBN Alpin"
"1624";"ls_246";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"19/05/03";6.57998;44.30036;10;"CBN Alpin"
"1625";"ls_2460";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"16/05/13";5.28114;44.72935;10;"CBN Alpin"
"1626";"ls_2461";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"07/06/13";5.4223;44.75084;10;"CBN Alpin"
"1627";"ls_2462";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"09/07/13";5.70987;44.88091;10;"CBN Alpin"
"1628";"ls_2463";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"09/07/13";5.72046;44.90237;10;"CBN Alpin"
"1629";"ls_2464";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"09/07/13";5.72098;44.90269;10;"CBN Alpin"
"1630";"ls_2465";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"03/07/13";6.5891;44.0355;10;"CBN Alpin"
"1631";"ls_2466";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"03/07/13";6.58885;44.03498;10;"CBN Alpin"
"1632";"ls_2467";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"03/07/13";6.59245;44.03727;10;"CBN Alpin"
"1633";"ls_2468";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"09/07/13";5.72203;44.90344;10;"CBN Alpin"
"1634";"ls_2469";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"09/07/13";5.72234;44.90382;10;"CBN Alpin"
"1635";"ls_247";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"24/06/03";6.43571;44.43374;10;"CBN Alpin"
"1636";"ls_2470";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"09/07/13";5.7227;44.90415;10;"CBN Alpin"
"1637";"ls_2471";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"09/07/13";5.72306;44.9041;10;"CBN Alpin"
"1638";"ls_2472";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"09/07/13";5.72337;44.90424;10;"CBN Alpin"
"1639";"ls_2473";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"09/07/13";5.72382;44.90455;10;"CBN Alpin"
"1640";"ls_2474";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"09/07/13";5.72415;44.90478;10;"CBN Alpin"
"1641";"ls_2475";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"09/07/13";5.72264;44.90448;10;"CBN Alpin"
"1642";"ls_2476";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"09/07/13";5.72229;44.90417;10;"CBN Alpin"
"1643";"ls_2477";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"09/07/13";5.72194;44.90378;10;"CBN Alpin"
"1644";"ls_2478";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"03/07/13";6.61047;44.03128;10;"CBN Alpin"
"1645";"ls_2479";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"10/07/13";5.71123;44.9196;10;"CBN Alpin"
"1646";"ls_248";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"17/07/02";6.56864;44.3916;10;"CBN Alpin"
"1647";"ls_2480";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"05/07/13";6.2117;43.97579;10;"CBN Alpin"
"1648";"ls_2481";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"05/07/13";6.22206;43.9693;10;"CBN Alpin"
"1649";"ls_2482";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"10/07/13";5.87263;44.4935;10;"CBN Alpin"
"1650";"ls_2483";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"12/07/13";5.96156;44.77337;10;"CBN Alpin"
"1651";"ls_2484";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"12/07/13";5.96118;44.77267;10;"CBN Alpin"
"1652";"ls_2485";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"12/07/13";5.96068;44.77214;10;"CBN Alpin"
"1653";"ls_2486";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"12/07/13";5.95996;44.77192;10;"CBN Alpin"
"1654";"ls_2487";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"12/07/13";5.95893;44.77152;10;"CBN Alpin"
"1655";"ls_2488";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"12/07/13";5.95875;44.77176;10;"CBN Alpin"
"1656";"ls_2489";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"12/07/13";5.95826;44.77223;10;"CBN Alpin"
"1657";"ls_249";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"15/07/03";6.6528;44.26446;10;"CBN Alpin"
"1658";"ls_2490";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"12/07/13";5.9554;44.77039;10;"CBN Alpin"
"1659";"ls_2491";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"10/07/13";5.87137;44.49295;10;"CBN Alpin"
"1660";"ls_2492";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"12/07/13";5.95571;44.76558;10;"CBN Alpin"
"1661";"ls_2493";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"12/07/13";5.95525;44.76549;10;"CBN Alpin"
"1662";"ls_2494";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"01/06/13";5.29822;44.22875;10;"CBN Alpin"
"1663";"ls_2495";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"17/07/13";5.6134;45.08776;10;"CBN Alpin"
"1664";"ls_2496";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"17/07/13";5.61841;45.09717;10;"CBN Alpin"
"1665";"ls_2497";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"17/07/13";5.61843;45.09713;10;"CBN Alpin"
"1666";"ls_2498";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"17/07/13";5.6187;45.09756;10;"CBN Alpin"
"1667";"ls_2499";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"04/07/13";5.60189;44.19172;10;"CBN Alpin"
"1668";"ls_25";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"06/06/14";5.80818;44.34815;30;"Tela botanica"
"1669";"ls_250";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"08/07/03";6.68517;44.25379;10;"CBN Alpin"
"1670";"ls_2500";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"04/07/13";5.60143;44.19278;10;"CBN Alpin"
"1671";"ls_2501";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"02/08/13";5.55088;44.15061;10;"CBN Alpin"
"1672";"ls_2502";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"18/06/13";5.81798;44.03767;10;"CBN Alpin"
"1673";"ls_2503";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"18/06/13";5.81946;44.03474;10;"CBN Alpin"
"1674";"ls_2504";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"12/07/13";5.49658;44.16387;10;"CBN Alpin"
"1675";"ls_2505";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"15/07/13";5.65266;44.19652;10;"CBN Alpin"
"1676";"ls_2506";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"15/07/13";5.65452;44.19234;10;"CBN Alpin"
"1677";"ls_2507";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"15/07/13";5.65078;44.19145;10;"CBN Alpin"
"1678";"ls_2508";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"15/07/13";5.65043;44.19106;10;"CBN Alpin"
"1679";"ls_2509";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"15/07/13";5.64921;44.19433;10;"CBN Alpin"
"1680";"ls_251";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"25/06/03";6.68084;44.19045;10;"CBN Alpin"
"1681";"ls_2510";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"26/07/13";5.78346;44.67278;10;"CBN Alpin"
"1682";"ls_2511";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"26/07/13";5.7813;44.67354;10;"CBN Alpin"
"1683";"ls_2512";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"26/07/13";5.7794;44.67501;10;"CBN Alpin"
"1684";"ls_2513";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"18/07/13";6.63446;44.18172;10;"CBN Alpin"
"1685";"ls_2514";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"19/07/13";6.6765;44.25217;10;"CBN Alpin"
"1686";"ls_2515";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"25/09/13";5.51041;44.32347;10;"CBN Alpin"
"1687";"ls_2516";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"20/09/13";5.19311;44.85273;10;"CBN Alpin"
"1688";"ls_2517";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"24/07/13";6.74348;44.31454;10;"CBN Alpin"
"1689";"ls_2518";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"24/07/13";5.81111;44.68904;10;"CBN Alpin"
"1690";"ls_2519";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"24/07/13";5.81105;44.68927;10;"CBN Alpin"
"1691";"ls_252";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"27/06/03";6.67883;44.21193;10;"CBN Alpin"
"1692";"ls_2520";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"31/07/13";6.56146;44.27078;10;"CBN Alpin"
"1693";"ls_2521";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"12/07/13";5.95638;44.771;10;"CBN Alpin"
"1694";"ls_2522";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"29/06/12";5.73798;44.14168;10;"CBN Alpin"
"1695";"ls_2523";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"15/05/12";5.79669;43.97613;10;"CBN Alpin"
"1696";"ls_2524";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"14/05/14";5.81441;44.2065;10;"CBN Alpin"
"1697";"ls_2525";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"22/05/14";5.78661;44.21583;10;"CBN Alpin"
"1698";"ls_2526";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"02/06/14";5.78608;43.98498;10;"CBN Alpin"
"1699";"ls_2527";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"02/06/14";5.7931;43.98462;10;"CBN Alpin"
"1700";"ls_2528";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"03/06/14";5.9141;44.40359;10;"CBN Alpin"
"1701";"ls_2529";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"13/06/14";6.26354;43.79896;10;"CBN Alpin"
"1702";"ls_253";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"27/06/03";6.67858;44.21245;10;"CBN Alpin"
"1703";"ls_2530";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"13/06/14";6.26002;43.79535;10;"CBN Alpin"
"1704";"ls_2531";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"05/06/14";5.98155;44.84279;10;"CBN Alpin"
"1705";"ls_2532";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"05/06/14";5.98656;44.84186;10;"CBN Alpin"
"1706";"ls_2533";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"13/06/14";5.84918;44.43777;10;"CBN Alpin"
"1707";"ls_2534";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"26/06/14";6.22851;44.23706;10;"CBN Alpin"
"1708";"ls_2535";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"26/06/14";6.24316;44.24538;10;"CBN Alpin"
"1709";"ls_2536";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"24/06/14";5.90338;44.48192;10;"CBN Alpin"
"1710";"ls_2537";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"28/06/14";5.98713;44.61578;10;"CBN Alpin"
"1711";"ls_2538";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"25/04/14";5.60222;44.27713;10;"CBN Alpin"
"1712";"ls_2539";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"28/06/14";6.00726;44.63973;10;"CBN Alpin"
"1713";"ls_254";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"27/06/03";6.67811;44.21325;10;"CBN Alpin"
"1714";"ls_2540";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"24/06/14";5.89704;44.48139;10;"CBN Alpin"
"1715";"ls_2541";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"29/06/14";6.0188;44.64513;10;"CBN Alpin"
"1716";"ls_2542";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"22/04/14";5.30521;44.73248;10;"CBN Alpin"
"1717";"ls_2543";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"22/04/14";5.31831;44.74487;10;"CBN Alpin"
"1718";"ls_2544";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"02/07/14";6.45834;44.05357;10;"CBN Alpin"
"1719";"ls_2545";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"03/07/14";6.40219;44.0517;10;"CBN Alpin"
"1720";"ls_2546";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"30/05/09";6.04469;44.19;10;"CBN Alpin"
"1721";"ls_2547";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"20/05/09";5.64778;43.983;10;"CBN Alpin"
"1722";"ls_2548";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"26/05/09";5.63339;43.9515;10;"CBN Alpin"
"1723";"ls_2549";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"20/06/09";6.07169;44.23592;10;"CBN Alpin"
"1724";"ls_255";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"27/06/03";6.68221;44.21285;10;"CBN Alpin"
"1725";"ls_2550";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"06/06/11";6.26684;44.20627;10;"CBN Alpin"
"1726";"ls_2551";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"11/06/11";6.32792;44.07215;10;"CBN Alpin"
"1727";"ls_2552";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"12/06/11";6.47745;44.24073;10;"CBN Alpin"
"1728";"ls_2553";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"21/05/11";6.29555;44.05711;10;"CBN Alpin"
"1729";"ls_2554";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"25/05/12";6.07555;43.80489;10;"CBN Alpin"
"1730";"ls_2555";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"25/05/12";6.07377;43.80586;10;"CBN Alpin"
"1731";"ls_2556";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"02/06/12";6.07396;43.80213;10;"CBN Alpin"
"1732";"ls_2557";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"13/06/12";6.55783;43.99561;10;"CBN Alpin"
"1733";"ls_2558";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"17/06/12";6.63347;43.88417;10;"CBN Alpin"
"1734";"ls_2559";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"17/06/12";6.63636;43.88664;10;"CBN Alpin"
"1735";"ls_256";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"13/05/03";6.1962;43.85802;10;"CBN Alpin"
"1736";"ls_2560";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"05/07/12";6.58556;43.98777;10;"CBN Alpin"
"1737";"ls_2561";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"05/07/12";6.59322;43.99423;10;"CBN Alpin"
"1738";"ls_2562";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"05/07/12";6.5991;43.99782;10;"CBN Alpin"
"1739";"ls_2563";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"05/07/12";6.60528;43.99849;10;"CBN Alpin"
"1740";"ls_2564";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"05/07/12";6.60965;43.99719;10;"CBN Alpin"
"1741";"ls_2565";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"16/06/12";5.86739;44.12707;10;"CBN Alpin"
"1742";"ls_2566";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"27/06/12";5.77936;44.12085;10;"CBN Alpin"
"1743";"ls_2567";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"09/06/12";5.70809;44.11682;10;"CBN Alpin"
"1744";"ls_2568";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"08/05/13";6.26296;43.79467;10;"CBN Alpin"
"1745";"ls_2569";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"18/06/13";6.42945;44.28064;10;"CBN Alpin"
"1746";"ls_257";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"11/06/03";6.21821;43.9018;10;"CBN Alpin"
"1747";"ls_2570";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"20/06/13";6.10544;43.80342;10;"CBN Alpin"
"1748";"ls_2571";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"25/06/13";6.28283;43.78113;10;"CBN Alpin"
"1749";"ls_2572";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"25/06/13";6.28051;43.79246;10;"CBN Alpin"
"1750";"ls_2573";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"03/07/13";5.59672;43.8912;10;"CBN Alpin"
"1751";"ls_2574";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"19/05/13";6.20427;44.10574;10;"CBN Alpin"
"1752";"ls_2575";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"19/05/13";6.20621;44.14326;10;"CBN Alpin"
"1753";"ls_2576";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"19/05/13";6.2199;44.1209;10;"CBN Alpin"
"1754";"ls_2577";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"04/07/14";5.93531;44.50055;10;"CBN Alpin"
"1755";"ls_2578";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"07/05/14";5.5482;44.58033;10;"CBN Alpin"
"1756";"ls_2579";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"03/07/14";6.41622;44.0469;10;"CBN Alpin"
"1757";"ls_258";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"11/06/03";6.23798;43.90594;10;"CBN Alpin"
"1758";"ls_2580";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"09/07/14";6.47958;44.1746;10;"CBN Alpin"
"1759";"ls_2581";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"04/07/14";5.92596;44.51229;10;"CBN Alpin"
"1760";"ls_2582";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"04/07/14";5.92759;44.51263;10;"CBN Alpin"
"1761";"ls_2583";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"10/07/14";6.50772;44.15251;10;"CBN Alpin"
"1762";"ls_2584";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"10/07/14";6.50805;44.15531;10;"CBN Alpin"
"1763";"ls_2585";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"12/06/14";5.79668;44.2233;10;"CBN Alpin"
"1764";"ls_2586";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"19/06/14";5.56696;44.26762;10;"CBN Alpin"
"1765";"ls_2587";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"23/06/14";5.54193;44.88355;10;"CBN Alpin"
"1766";"ls_2588";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"23/06/14";5.54751;44.87725;10;"CBN Alpin"
"1767";"ls_2589";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"23/06/14";5.53493;44.87188;10;"CBN Alpin"
